InvoiceNo,Fournisseur
570806,F814
570807,F735
570818,F363
570821,F498
570822,F839
570823,F386
570824,F189
570825,F710
570826,F726
570827,F887
C570828,F548
570829,F210
570830,F231
C570831,F267
570832,F756
570833,F963
570834,F156
C570835,F168
570836,F508
570837,F404
570838,F548
570839,F337
570840,F262
570841,F181
570842,F803
570843,F661
570844,F279
C570845,F985
570846,F252
570847,F976
570848,F333
570849,F685
C570850,F740
570851,F360
570852,F799
C570853,F162
C570854,F926
570855,F448
570856,F585
570857,F775
570858,F631
570859,F113
570860,F697
570861,F782
570862,F964
570863,F157
570864,F557
570865,F612
570866,F235
C570867,F560
570868,F180
570869,F101
570871,F499
570872,F348
570873,F437
570874,F460
570875,F141
570876,F290
570877,F176
570878,F268
570879,F908
570880,F577
570881,F228
570882,F260
570883,F160
570884,F122
570885,F962
570886,F183
570887,F600
570888,F917
C570889,F730
570896,F835
C570902,F493
570906,F229
570910,F966
570919,F301
C570958,F664
570961,F919
C570962,F684
C570963,F109
570964,F878
570973,F847
570983,F958
570984,F800
C570996,F812
C571003,F613
571006,F812
571007,F460
571008,F998
C571009,F488
571010,F527
571011,F301
571012,F386
571013,F412
C571014,F533
571016,F255
571017,F406
571024,F813
C571023,F215
571027,F199
571028,F311
C571029,F995
571030,F619
571031,F926
571032,F568
571033,F197
571034,F192
571035,F903
571036,F200
571037,F654
571038,F349
571039,F690
571040,F483
571041,F599
571042,F453
571043,F916
571044,F723
C571045,F270
571046,F881
571047,F750
571048,F854
571049,F375
571050,F858
C571051,F198
571052,F235
571053,F509
571054,F765
571055,F912
571056,F344
571057,F351
571058,F752
C571059,F196
571060,F873
571061,F758
571062,F481
571063,F566
571064,F332
571065,F480
C571066,F700
571067,F843
571069,F593
571080,F691
571081,F521
571082,F504
571090,F352
571098,F543
571099,F158
571100,F752
571101,F794
571102,F825
571103,F849
571104,F219
571105,F916
571106,F745
571107,F990
571108,F885
571109,F802
571111,F720
571112,F351
571113,F942
571114,F748
571115,F745
571116,F138
571117,F392
571118,F122
571119,F633
571120,F108
571121,F234
571122,F614
571123,F251
571124,F713
571125,F271
571126,F863
C571127,F857
571128,F997
571129,F898
571130,F611
571131,F510
571142,F969
571158,F401
571169,F431
571178,F709
571179,F825
571180,F292
571181,F234
571182,F515
571183,F824
571184,F708
571185,F124
C571186,F121
571187,F775
571188,F803
571189,F205
571190,F711
571191,F449
571192,F796
571193,F114
C571196,F626
571197,F604
571198,F752
571199,F628
571200,F637
571201,F448
571202,F689
571203,F166
571204,F488
571205,F474
571212,F424
571213,F108
571214,F653
571215,F979
571216,F673
571217,F577
571218,F110
571219,F476
571221,F995
C571220,F489
571222,F833
571223,F909
571224,F820
571225,F977
571226,F239
571227,F792
571228,F422
571229,F126
571230,F512
571231,F950
571232,F527
C571233,F552
571234,F411
571235,F392
571236,F175
571237,F518
571238,F214
571239,F754
571240,F316
571241,F324
571242,F459
571243,F694
571244,F295
571245,F443
571246,F779
571247,F214
571248,F137
571249,F534
571250,F207
C571251,F222
571254,F771
571255,F658
571256,F920
571257,F820
571258,F800
571259,F245
571260,F521
571261,F516
C571262,F416
571263,F811
C571264,F486
571265,F167
571266,F369
571267,F539
571268,F313
571269,F857
571270,F241
571271,F979
571272,F628
571273,F108
571274,F640
571275,F102
571276,F803
571277,F905
571278,F594
571279,F495
571280,F824
571281,F513
571282,F611
571283,F647
571284,F922
C571285,F994
571286,F312
C571287,F382
571288,F646
571289,F131
571290,F770
571291,F875
571292,F708
571293,F594
571294,F889
571295,F410
571296,F731
571297,F881
571298,F431
571299,F481
571300,F636
571301,F798
571302,F230
571303,F645
571304,F323
571305,F648
571306,F722
571307,F522
571308,F751
571309,F972
571310,F754
571311,F675
571312,F733
571313,F798
571314,F543
571315,F689
C571316,F168
571317,F193
571318,F962
C571319,F471
C571320,F257
C571321,F766
571322,F952
571323,F726
571324,F953
C571325,F424
571326,F648
C571327,F724
571328,F238
C571329,F372
C571336,F333
C571346,F719
571352,F998
571360,F758
571372,F205
571377,F352
571404,F402
571405,F909
571406,F354
571407,F455
571408,F804
571409,F633
571410,F799
571411,F130
571412,F629
571413,F729
571418,F366
571425,F548
571426,F296
571427,F828
571428,F434
571429,F316
571430,F291
571431,F850
571432,F330
571433,F449
571434,F856
571435,F745
571436,F926
571437,F404
571438,F595
571439,F188
571441,F769
C571440,F846
571442,F831
571443,F653
571444,F603
571445,F932
571446,F543
571447,F335
571456,F297
571457,F942
571458,F215
571459,F408
571460,F355
571461,F168
571462,F594
571463,F223
571464,F430
571465,F697
C571466,F395
C571473,F563
571474,F276
571475,F810
571476,F481
571477,F163
571486,F846
571496,F413
571497,F699
571498,F390
C571499,F525
571500,F945
C571501,F338
571502,F344
571504,F541
571505,F488
571506,F335
C571507,F507
571508,F923
571509,F129
571510,F740
571511,F257
571544,F684
C571543,F654
571545,F274
571546,F211
571547,F396
571548,F299
571549,F718
571550,F467
571551,F623
571552,F592
571553,F563
571554,F940
571555,F212
571556,F305
571557,F603
571558,F960
571559,F545
571560,F170
571561,F233
571562,F882
571563,F195
571564,F461
571565,F439
571566,F263
571594,F832
571595,F687
571601,F210
571610,F494
571622,F995
C571619,F517
C571625,F394
571628,F625
571629,F934
571633,F672
C571634,F588
C571635,F546
571636,F541
571638,F109
C571637,F150
571640,F349
C571639,F909
571641,F850
571642,F296
571652,F104
571653,F663
571654,F100
571655,F235
571656,F324
571657,F164
571658,F456
571660,F715
571662,F605
571663,F250
571664,F289
571665,F504
571666,F268
571667,F968
571668,F980
571669,F134
571670,F582
571671,F860
571672,F995
571673,F634
571674,F725
571675,F772
571676,F689
571677,F376
C571678,F446
571679,F664
C571680,F278
571681,F516
571682,F872
571683,F957
571684,F315
571685,F487
571686,F455
571687,F411
571688,F620
571689,F533
571690,F756
571691,F641
571692,F403
571693,F511
571694,F686
C571695,F597
571696,F819
571697,F879
571698,F796
C571699,F146
571700,F337
571701,F520
571702,F411
571703,F785
571704,F756
571705,F113
571706,F652
C571707,F934
571708,F650
571709,F532
571710,F782
C571711,F401
571712,F418
571713,F530
571714,F481
571715,F793
571716,F786
571717,F382
571718,F538
571719,F651
571720,F835
571721,F603
571722,F354
571723,F972
571724,F692
571725,F882
571726,F338
571728,F393
571729,F529
571730,F255
571731,F935
571732,F890
571733,F607
571734,F209
571735,F643
571736,F181
571737,F665
571738,F749
571739,F263
571740,F797
571741,F354
571742,F899
571743,F277
571744,F672
571745,F261
571746,F390
571747,F857
571748,F534
571749,F137
C571750,F987
571751,F165
571779,F356
571793,F116
571797,F549
571809,F455
C571814,F155
571824,F978
571828,F564
571829,F324
571830,F294
571831,F921
571836,F972
571837,F751
571839,F778
C571838,F729
571840,F991
571841,F945
571842,F837
571843,F751
571844,F299
571845,F672
571846,F382
571847,F618
571848,F937
571849,F412
571850,F115
571851,F279
571852,F163
571853,F230
C571854,F908
C571855,F166
C571856,F204
571857,F231
C571858,F987
C571859,F931
C571860,F740
C571861,F929
C571862,F111
571863,F511
571864,F514
571883,F112
571890,F520
571891,F271
571892,F953
571894,F233
C571893,F589
571895,F511
C571896,F604
C571897,F704
571898,F427
571899,F157
571900,F283
571901,F634
C571902,F274
571903,F631
571904,F940
571905,F218
571906,F554
C571907,F784
571908,F491
571909,F881
571910,F816
571911,F325
571912,F246
571913,F607
571914,F190
571915,F602
571916,F183
571917,F705
571918,F949
C571919,F750
571920,F623
571923,F835
C571925,F615
571926,F839
C571927,F912
C571928,F718
571929,F681
571930,F503
571931,F980
571932,F156
571933,F362
571934,F314
571935,F100
571936,F420
571937,F937
571938,F803
571939,F103
571940,F328
571941,F227
571942,F996
571943,F538
571944,F419
571945,F473
571965,F907
571987,F927
572021,F144
C572022,F799
572023,F452
572024,F350
572025,F632
572026,F449
C572027,F526
572028,F859
C572029,F745
572030,F267
572031,F311
572032,F111
572033,F339
572034,F310
572035,F177
572036,F914
572037,F712
572045,F508
572047,F963
572048,F706
572049,F167
572050,F325
572051,F388
572052,F795
572053,F265
572054,F916
572055,F632
572056,F251
572057,F309
572058,F699
C572059,F540
572060,F813
572061,F430
572062,F853
572063,F518
572064,F306
572065,F940
572066,F189
572067,F120
572068,F800
572069,F403
572070,F138
572071,F974
572072,F318
572073,F130
572074,F634
572075,F694
572076,F246
572077,F454
572078,F733
572079,F224
572080,F198
572081,F640
572082,F971
572085,F330
572086,F457
572087,F950
572088,F103
572089,F365
572090,F980
572091,F910
572092,F688
572093,F885
572094,F565
572095,F371
572096,F383
572097,F847
572098,F686
572099,F724
572100,F224
572101,F295
C572102,F849
572103,F548
572104,F881
572105,F453
572106,F623
572107,F956
572108,F620
C572109,F516
C572110,F516
C572111,F508
C572112,F548
C572113,F599
C572114,F520
C572115,F847
C572116,F133
C572117,F424
C572118,F939
C572119,F832
C572120,F767
572121,F709
572122,F772
572123,F754
572124,F304
572125,F215
572126,F902
572127,F701
572128,F167
572129,F817
572130,F803
572131,F908
572132,F504
572133,F121
572134,F406
572139,F267
572182,F832
572183,F918
572184,F319
572185,F767
572186,F380
C572187,F226
572188,F509
572189,F302
572190,F654
572191,F225
572192,F107
572193,F758
572194,F536
572195,F145
572196,F532
572197,F111
572203,F588
572209,F397
572210,F131
572211,F153
572212,F335
572213,F108
572214,F932
572215,F451
572216,F633
572217,F807
572218,F863
572219,F145
572220,F952
572221,F711
572222,F706
C572223,F307
572224,F156
572225,F128
C572226,F708
572227,F467
C572228,F847
572229,F852
572230,F144
572231,F968
572232,F513
572233,F683
572234,F809
572235,F258
572236,F672
572237,F130
572238,F905
572239,F377
572240,F202
572241,F943
572242,F241
572243,F860
572244,F823
572272,F651
572274,F477
C572275,F293
C572276,F916
572277,F824
572278,F576
572279,F273
572280,F352
572281,F555
572282,F337
572283,F791
572284,F427
572285,F362
572286,F864
572287,F599
572288,F584
572289,F506
572290,F692
572291,F357
572292,F877
572293,F807
572294,F374
572295,F813
572296,F668
572297,F520
572298,F814
C572299,F615
572300,F457
572301,F484
572302,F447
572303,F867
572304,F559
572305,F784
572306,F852
572307,F218
572308,F417
572309,F350
572310,F881
572311,F113
572312,F566
572313,F720
572314,F956
572315,F477
572316,F764
572317,F476
572318,F667
572319,F583
572320,F527
572321,F701
572322,F691
572323,F112
572324,F979
572325,F999
572326,F887
572327,F357
572328,F205
572329,F132
572330,F523
572331,F124
572332,F699
572333,F444
C572334,F131
572335,F553
572336,F933
572337,F978
572338,F324
572339,F217
572340,F427
572341,F212
572342,F801
C572343,F152
572344,F609
572345,F341
C572346,F326
C572347,F633
572348,F879
572350,F484
572351,F171
572352,F982
572353,F471
572354,F626
572380,F414
572392,F277
C572398,F249
572399,F587
C572410,F869
572423,F867
C572422,F257
C572428,F630
C572440,F986
C572441,F151
572442,F140
572443,F787
C572444,F689
C572445,F140
C572446,F811
572447,F503
C572448,F572
C572449,F234
C572450,F498
572451,F301
572452,F195
572453,F454
572454,F583
C572455,F809
572457,F191
C572456,F272
572458,F991
572459,F120
572460,F119
572461,F871
572462,F226
C572463,F763
572464,F757
572465,F462
572466,F638
C572467,F903
572468,F281
C572469,F103
C572470,F957
C572471,F432
572472,F826
C572473,F562
572474,F584
572475,F771
572476,F415
572477,F111
C572478,F787
C572479,F483
572480,F968
C572481,F781
C572482,F542
572483,F303
572484,F253
C572485,F488
C572486,F793
572487,F562
C572488,F789
572490,F301
C572489,F319
C572491,F875
C572492,F515
572499,F773
572504,F756
572509,F642
572510,F177
572511,F294
572512,F184
572513,F497
572514,F175
572515,F961
572516,F759
572517,F524
572518,F141
572519,F573
572520,F395
572521,F166
572527,F623
572528,F563
C572529,F238
C572530,F587
C572531,F661
C572532,F632
572533,F616
572534,F169
C572535,F757
572536,F230
572537,F571
572539,F492
C572538,F551
572540,F940
572541,F837
572542,F337
572543,F855
572544,F803
572545,F433
C572546,F107
572547,F530
572548,F865
572549,F955
572550,F325
572552,F700
C572551,F180
572553,F740
C572554,F225
572555,F762
C572556,F456
572557,F689
572558,F739
572559,F204
572560,F115
572561,F889
572562,F800
572563,F965
572564,F620
572565,F729
572566,F970
572567,F364
572568,F778
572569,F113
572612,F655
572613,F437
572614,F972
572615,F985
572616,F721
572617,F479
572650,F108
572651,F288
572652,F622
572653,F884
572654,F209
572655,F156
572656,F763
572657,F959
572658,F151
572660,F802
C572659,F685
572661,F951
572662,F652
572663,F339
572664,F729
572665,F918
572666,F847
572667,F917
572668,F280
572669,F599
572670,F321
572671,F474
572672,F542
572673,F931
572674,F696
572675,F500
572676,F356
572677,F914
572678,F114
572679,F596
572680,F535
572681,F789
572682,F532
572683,F671
572684,F474
572685,F579
572686,F940
572687,F686
572688,F219
572689,F230
572690,F816
572691,F441
572692,F707
572693,F425
572694,F979
572695,F199
572696,F679
572697,F307
572698,F271
572699,F415
572700,F415
572701,F403
572702,F241
572703,F658
572704,F199
572716,F320
572718,F246
572719,F106
572720,F534
572721,F120
C572722,F379
572723,F139
572724,F709
572725,F471
572726,F890
572731,F685
572732,F944
572733,F435
572734,F131
572735,F117
C572736,F985
572737,F473
572738,F298
572739,F728
572740,F809
572741,F275
572742,F553
572743,F707
572744,F817
572745,F293
572746,F861
C572747,F402
572748,F555
572749,F919
C572750,F245
572751,F609
572752,F283
572753,F781
C572754,F604
572755,F182
572756,F810
572757,F821
572758,F458
572759,F333
572760,F578
C572761,F341
572762,F511
572763,F362
572764,F628
572765,F753
572766,F995
572767,F563
572768,F622
572769,F110
572770,F873
572771,F572
572772,F910
572773,F552
572774,F884
572775,F789
572792,F867
572810,F204
572811,F725
572812,F130
572830,F619
C572831,F326
572832,F658
572833,F988
572834,F728
572835,F812
572836,F928
572837,F845
572838,F949
572843,F522
572845,F119
572846,F999
572847,F424
572848,F297
572849,F227
572851,F442
C572850,F675
572852,F315
572853,F197
572854,F867
572856,F621
C572855,F573
572857,F999
572858,F320
572859,F281
572860,F162
572861,F457
572862,F793
572863,F527
C572864,F125
572865,F704
572866,F649
572867,F457
572868,F227
572869,F711
572870,F677
572871,F646
572872,F753
572873,F863
572874,F935
572875,F830
572876,F886
572877,F286
572878,F962
572879,F920
572880,F184
572881,F957
572882,F557
572883,F128
572884,F861
572885,F459
572886,F896
572887,F903
572888,F609
572889,F283
572890,F202
572891,F775
572892,F972
572893,F830
572894,F243
572895,F388
572896,F325
572897,F903
572898,F283
572899,F544
572900,F743
572901,F574
572902,F370
572903,F391
572904,F703
572905,F544
572906,F729
572907,F425
572908,F967
572909,F927
572910,F692
572911,F828
572912,F152
572913,F327
572914,F521
C572916,F279
C572917,F734
572918,F196
572919,F660
572920,F611
572921,F508
572922,F706
572923,F972
572924,F894
572925,F351
572926,F253
C572927,F193
572928,F835
572929,F804
572930,F140
572931,F694
572932,F753
572933,F437
572934,F587
572935,F929
572946,F600
572960,F543
572964,F683
572969,F657
C572968,F294
572986,F292
C572989,F191
572990,F255
C572991,F756
572992,F604
C572993,F158
572994,F634
C572995,F533
572996,F849
572997,F662
572998,F299
572999,F548
573000,F600
573001,F806
573002,F892
573003,F263
573004,F634
573005,F267
573006,F197
573007,F285
573008,F724
C573010,F154
573019,F743
573020,F668
C573021,F490
573022,F277
573023,F354
C573024,F252
573025,F233
573026,F350
573027,F282
573028,F537
573029,F256
C573030,F682
C573031,F161
573032,F244
573033,F154
C573034,F478
573035,F461
573036,F318
C573037,F930
573038,F202
573066,F561
573068,F695
573069,F184
573070,F632
573074,F550
573075,F493
573076,F900
573077,F715
573078,F949
C573079,F517
573080,F385
C573081,F757
573082,F518
573083,F502
C573084,F127
573085,F103
C573086,F467
573093,F600
C573092,F638
573094,F462
573095,F145
573096,F301
C573097,F778
C573098,F891
C573099,F205
573100,F776
C573101,F362
573102,F312
573103,F881
573104,F213
C573105,F624
573106,F897
573107,F317
573108,F672
573109,F457
573110,F857
573111,F516
573112,F111
573113,F840
573114,F421
573115,F427
573116,F214
573117,F974
573118,F846
573119,F531
573120,F529
573121,F837
573122,F566
573123,F621
573124,F227
573125,F603
573126,F915
573128,F169
573129,F887
573130,F981
573131,F977
573132,F746
573133,F397
573134,F756
573135,F897
573136,F411
573137,F702
573138,F648
573139,F182
573140,F350
573141,F192
573142,F862
573143,F630
573144,F256
573145,F570
573146,F168
C573147,F941
C573148,F971
573149,F616
573150,F357
573151,F316
573152,F149
573153,F772
573154,F802
573155,F644
573156,F765
573157,F828
573158,F455
573159,F721
573160,F560
573161,F785
573162,F216
573163,F501
573164,F669
573165,F197
573166,F630
573167,F450
573168,F483
573169,F295
573170,F654
573171,F383
C573172,F662
573173,F486
573174,F609
573175,F944
573176,F105
573177,F568
573178,F881
573179,F446
C573180,F103
573181,F814
573182,F414
573183,F965
573184,F646
573185,F507
C573187,F636
573195,F229
573196,F955
573200,F181
C573219,F349
C573228,F307
573230,F592
573231,F524
573245,F668
C573244,F188
573248,F767
C573253,F653
573254,F737
573255,F899
573256,F991
573258,F818
C573257,F249
573259,F582
C573260,F409
573261,F837
573262,F923
573263,F363
573264,F575
573265,F887
573266,F238
573267,F285
C573268,F173
573269,F697
573270,F246
C573271,F241
573272,F999
573273,F932
573274,F107
573275,F560
573276,F823
573277,F533
573278,F323
573279,F934
573280,F563
573281,F791
573282,F344
C573283,F337
573284,F379
573285,F208
573286,F325
573287,F403
573288,F524
573289,F249
573290,F131
573291,F169
573292,F633
573293,F758
573294,F356
573295,F725
573300,F314
573305,F171
C573306,F960
573307,F997
573308,F806
573309,F361
573310,F855
573311,F616
573313,F160
573314,F855
573315,F460
573316,F349
573317,F178
573318,F150
573319,F162
573320,F223
C573321,F313
573322,F191
573323,F600
573324,F704
573325,F473
573326,F888
573327,F559
573328,F583
573329,F245
573330,F955
573331,F197
573332,F474
573333,F812
573334,F712
573335,F222
573336,F864
573337,F631
573338,F990
573339,F166
573340,F888
573341,F377
573342,F330
573343,F658
573344,F568
573345,F202
573346,F192
573347,F831
573348,F160
573349,F850
573350,F942
573351,F945
573352,F526
573353,F200
573354,F565
573355,F614
573356,F114
573357,F322
573358,F947
573359,F875
573360,F940
573361,F859
573362,F856
573363,F924
573364,F953
573365,F222
573366,F471
573367,F285
573368,F775
573369,F301
573370,F996
573371,F132
573372,F955
573373,F941
573374,F120
573375,F922
573376,F920
573377,F402
573378,F230
573379,F552
573380,F125
573381,F321
573382,F941
573383,F191
573384,F616
573385,F133
573386,F278
573387,F168
573388,F746
573389,F668
573390,F580
573391,F984
573392,F740
573393,F237
573394,F848
573395,F919
573396,F559
573397,F259
573398,F933
573399,F865
573400,F752
573401,F520
573402,F295
573403,F115
573404,F616
573405,F495
573406,F711
573407,F621
573408,F920
573409,F994
573410,F172
573411,F694
573412,F653
573413,F838
573414,F375
573415,F403
573416,F988
573417,F362
573418,F358
573419,F257
573420,F424
573421,F624
573422,F833
573423,F919
573424,F156
573425,F479
573426,F536
C573427,F825
573428,F478
573430,F906
573442,F426
573452,F130
573463,F537
573464,F477
C573471,F805
573481,F708
573482,F430
573483,F750
573484,F349
573485,F644
573486,F360
573487,F142
573488,F257
573489,F103
573490,F969
573491,F277
573492,F288
573493,F188
573494,F931
573495,F268
573496,F363
573497,F899
573498,F869
573499,F543
573500,F286
573501,F562
C573502,F337
573503,F907
573504,F860
573505,F875
573507,F974
573508,F771
573509,F556
573510,F699
573511,F591
573512,F403
573531,F834
573532,F277
573540,F367
C573541,F358
573542,F237
573543,F627
573544,F519
573545,F617
573546,F851
573547,F387
573548,F991
C573549,F837
C573550,F478
573551,F497
573552,F868
573553,F959
573556,F376
573564,F285
573572,F528
573576,F131
C573575,F104
573577,F510
573578,F223
573579,F716
573580,F354
573581,F597
573582,F819
573583,F397
573584,F619
573585,F931
573586,F203
573587,F270
573588,F769
573589,F943
573590,F553
573591,F124
573592,F132
573593,F581
573594,F863
573595,F370
573596,F559
573597,F800
573598,F391
573599,F662
573600,F775
573601,F904
573629,F918
573632,F472
573633,F556
573656,F208
573664,F435
573665,F177
573666,F176
573669,F925
573670,F276
573672,F932
573695,F899
573726,F304
573734,F776
573744,F861
573745,F896
573746,F865
573747,F343
573748,F819
573749,F864
C573750,F846
573751,F203
573752,F869
C573753,F635
C573754,F950
C573755,F243
573757,F621
C573756,F330
573758,F478
C573759,F905
C573760,F191
C573761,F728
573762,F215
573763,F993
C573764,F844
C573765,F131
C573766,F543
C573767,F856
573768,F892
573769,F962
573770,F326
C573771,F684
573772,F292
573773,F658
573774,F534
573775,F457
573776,F999
573777,F829
573778,F892
C573779,F316
573780,F961
573808,F686
573814,F395
573815,F603
573816,F246
573822,F423
573829,F154
573830,F767
573840,F191
573841,F497
573846,F969
573863,F822
C573864,F624
573865,F434
573866,F512
573867,F955
573868,F289
C573869,F342
573870,F454
573871,F502
573872,F499
573873,F287
573874,F607
573875,F716
573876,F883
573877,F810
573878,F153
573879,F457
573880,F429
573881,F922
573882,F172
573883,F273
573884,F963
573885,F312
573886,F526
573887,F345
573888,F695
573889,F947
573890,F581
573891,F945
573892,F930
573893,F604
573894,F217
573895,F514
573896,F533
573897,F383
573898,F731
573899,F223
573900,F778
573901,F323
573902,F670
573903,F762
573904,F583
573905,F488
573906,F782
573907,F453
573908,F140
573909,F721
573910,F660
573911,F907
573912,F509
573913,F766
573914,F216
573915,F337
573916,F410
573917,F709
573918,F777
573919,F321
573920,F920
573921,F579
573922,F209
573923,F191
573924,F683
C573925,F904
573926,F149
573927,F393
573928,F764
C573929,F273
573930,F380
573931,F671
573932,F773
573933,F899
573934,F356
573937,F860
573945,F881
C573949,F556
573955,F883
573978,F104
573979,F737
573980,F395
573981,F528
573982,F982
573983,F997
573984,F187
573985,F542
573986,F507
573987,F927
573988,F897
573989,F426
573990,F202
573991,F835
573992,F160
573993,F445
573994,F476
573995,F143
573996,F567
573999,F321
C574003,F412
574009,F546
C574010,F563
574011,F308
574012,F239
574013,F545
574014,F290
574015,F556
574016,F222
574017,F543
574018,F781
C574019,F458
574020,F764
574021,F366
574022,F500
574023,F371
574024,F439
574025,F413
C574026,F596
C574027,F314
C574028,F182
574029,F483
C574030,F482
C574031,F911
574032,F299
574033,F621
574034,F859
574035,F634
574036,F370
574037,F888
574038,F893
574039,F686
574040,F594
574041,F458
574042,F210
574043,F636
574044,F263
574045,F308
574046,F907
574047,F384
574048,F544
574049,F624
574050,F588
574051,F805
574052,F367
574053,F951
574054,F480
574055,F597
574056,F329
574058,F184
C574057,F480
574059,F502
574060,F230
C574061,F804
574062,F121
574063,F114
574064,F199
C574065,F725
574066,F391
574067,F149
574068,F421
574069,F415
574070,F552
574071,F651
574072,F628
574073,F395
574074,F468
574075,F862
574076,F337
574077,F747
C574078,F829
574079,F259
574080,F427
574081,F831
574082,F212
C574083,F183
574084,F284
574085,F689
574086,F128
574087,F731
574088,F595
574089,F388
574090,F743
574091,F245
574092,F387
574093,F339
574094,F116
C574095,F844
574096,F570
574097,F459
574098,F853
574099,F145
574100,F806
574101,F438
574102,F270
574103,F833
574104,F519
574107,F119
574123,F450
574133,F230
C574137,F856
574138,F396
574143,F783
574149,F292
574150,F832
574154,F126
574161,F376
574165,F489
574169,F637
574170,F966
574171,F363
574173,F903
574175,F438
574176,F303
574182,F188
574194,F996
574196,F772
574198,F131
574226,F303
574227,F237
574228,F102
574233,F985
574234,F764
574237,F743
C574238,F585
574239,F190
574240,F844
574241,F111
574242,F938
574245,F659
574246,F203
574247,F603
C574248,F461
574249,F198
574250,F913
574251,F422
574252,F171
574253,F937
574255,F755
C574254,F945
574257,F281
574258,F238
C574259,F168
574260,F572
C574261,F380
574262,F151
574265,F347
C574268,F847
574269,F962
574270,F946
574271,F323
574272,F833
574273,F201
574274,F453
574275,F491
574276,F825
574277,F703
574278,F978
574279,F376
574280,F678
574281,F190
574282,F907
574283,F587
574284,F863
574285,F589
574286,F605
574287,F653
C574288,F924
574289,F794
574290,F710
C574291,F305
574292,F392
574293,F649
574294,F565
574295,F202
574297,F319
574298,F562
574299,F102
574300,F324
574301,F504
574302,F562
574303,F649
574304,F770
574305,F458
574306,F797
574307,F222
574308,F926
574309,F565
574310,F850
574311,F868
574312,F153
574313,F962
574314,F418
574315,F938
574316,F255
574317,F666
C574318,F815
574319,F596
574320,F295
574321,F485
C574322,F474
574323,F304
574324,F112
574325,F122
574326,F480
574327,F583
574328,F861
574329,F118
574330,F567
574331,F264
574332,F251
574333,F404
574334,F755
574335,F355
574336,F707
C574337,F513
574338,F512
C574339,F358
574340,F821
574341,F225
574342,F647
574343,F124
574345,F154
C574344,F483
574346,F936
574348,F686
C574347,F495
574349,F326
C574350,F579
574351,F446
574352,F252
574353,F528
574354,F643
574355,F285
574356,F615
574363,F482
574368,F252
574383,F187
574387,F470
574393,F128
C574424,F756
574428,F697
574432,F830
574438,F771
574442,F106
574444,F472
574445,F642
C574443,F376
574446,F436
C574447,F675
574466,F665
574467,F852
574468,F669
574469,F250
574470,F896
574471,F735
C574472,F458
574474,F159
C574473,F436
574475,F533
574476,F295
574477,F498
574478,F328
574479,F751
574480,F234
574481,F471
574482,F904
C574483,F671
574484,F781
574485,F543
C574486,F289
C574487,F863
C574488,F652
C574489,F484
574490,F555
574491,F253
C574492,F707
C574493,F131
C574494,F191
C574496,F679
C574499,F180
C574500,F231
574501,F103
574502,F356
C574503,F878
C574504,F535
C574505,F102
574506,F777
C574507,F667
574509,F289
C574508,F458
C574510,F445
574511,F621
C574512,F387
574513,F983
574514,F862
574516,F742
C574515,F958
C574517,F261
574518,F716
574519,F680
574520,F431
574521,F714
574523,F337
C574522,F718
C574524,F112
C574525,F413
C574526,F139
C574527,F329
574528,F531
574529,F580
574530,F177
574531,F249
574532,F799
574533,F550
574534,F515
574535,F273
574536,F691
574537,F190
574544,F442
574545,F794
574546,F467
574547,F570
C574548,F502
574549,F989
574550,F476
574555,F330
574556,F332
574557,F762
C574558,F583
574559,F102
574560,F432
574561,F734
574573,F859
574574,F115
574575,F529
574576,F842
574577,F452
574578,F666
574579,F296
574580,F400
574581,F139
574582,F693
574583,F415
C574584,F265
574585,F654
574586,F845
574587,F952
574588,F714
574589,F793
574590,F591
574591,F527
574592,F812
574619,F170
574624,F765
574629,F441
574631,F356
574643,F120
574653,F430
574654,F836
574655,F763
574656,F433
574657,F853
574659,F777
C574658,F211
574660,F225
574661,F227
574662,F905
574663,F150
574664,F245
574665,F944
574666,F252
574667,F526
574668,F315
574669,F111
574670,F367
574671,F580
574672,F402
574673,F961
574674,F249
574675,F599
574676,F152
574677,F962
574678,F773
574679,F568
574680,F704
574681,F337
574682,F955
574683,F207
574684,F397
574685,F532
574686,F797
574687,F771
574688,F620
574689,F128
574690,F718
574691,F770
574692,F864
574693,F641
574694,F370
574695,F812
574696,F371
574697,F707
574698,F213
574699,F704
574700,F275
574701,F571
574702,F976
574703,F140
574704,F418
574705,F189
574706,F742
574707,F347
574708,F128
574709,F524
574710,F119
574711,F633
C574712,F901
574713,F799
574714,F283
574715,F532
574716,F711
574717,F547
574718,F999
574719,F561
574720,F365
574721,F862
574722,F907
574723,F322
574724,F220
574725,F270
574726,F959
574727,F240
574728,F460
574729,F649
574730,F959
574731,F836
574732,F430
574733,F245
574734,F922
574735,F208
574736,F866
574737,F984
574738,F663
574739,F383
574740,F142
574741,F431
574742,F506
574743,F383
574744,F392
574745,F794
574746,F516
574747,F379
C574748,F383
574749,F653
574750,F578
574751,F781
574752,F857
C574753,F527
574754,F347
574755,F412
574756,F986
574757,F791
574777,F582
574816,F468
574822,F103
574824,F104
574826,F657
C574825,F101
574827,F662
C574828,F323
574829,F976
574830,F379
574831,F929
574832,F708
574833,F890
574834,F649
574835,F324
574836,F211
574837,F544
574838,F717
574839,F397
574840,F688
574841,F274
574842,F130
574844,F549
574846,F918
C574850,F285
574852,F701
574856,F939
574860,F301
574861,F153
574862,F797
574863,F624
574864,F209
C574865,F438
574866,F123
574867,F461
574868,F960
